id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16122410,Cosy large 2 bedrooms on the Plateau!,11298841,Marie,,Le Plateau-Mont-Royal,45.53296,-73.56579,Entire home/apt,85,3,17,2019-08-12,0.55,1,13
16122747,Studio on a Magnificent Pedestrian street,91356213,Vladimir & Valentina,,Le Plateau-Mont-Royal,45.5154,-73.57154,Entire home/apt,144,29,62,2020-01-01,1.96,3,30
16123479,1 Of a Kind Huge Luxurious Loft in Old Montreal,10585712,Frederick,,Ville-Marie,45.50426,-73.55787,Entire home/apt,251,1,224,2020-01-07,6.00,20,337
16123596,Little Gem Loft in Old Montreal,31255645,Marie And Patrick,,Ville-Marie,45.50534,-73.55636,Entire home/apt,120,2,197,2019-12-23,5.23,4,232
16129063,Luxueux condo avec vue renversante du 45e étage,19576554,Joël,,Ville-Marie,45.49636,-73.57003,Entire home/apt,85,31,157,2019-11-01,4.12,2,0
16129425,Gorgeous apartment in a top location!,26479747,Maria,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46673,-73.60964,Entire home/apt,59,30,17,2018-04-30,0.45,1,347
16130417,Loft semi sous-sol tout rénové,55940468,Sarifa,,Ahuntsic-Cartierville,45.55907,-73.65569,Entire home/apt,65,32,34,2019-10-18,0.90,1,0
16132631,Studio 15 min from downtown,78606235,Odile,,Le Sud-Ouest,45.46302,-73.58489,Entire home/apt,29,1,193,2019-12-20,5.15,1,280
16134977,Destination Loft Minutes from Downtown #104,25284295,Daniel @ LoveMTL,,Le Sud-Ouest,45.47099,-73.59197,Entire home/apt,125,1,95,2020-01-12,2.57,12,351
16135159,cozy airy 6 1/2 upper duplex in c.d.n.,105258597,Basha,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49513,-73.64098,Entire home/apt,288,2,11,2019-10-18,0.30,1,177
16136328,Cozy and spacious apartment for the holidays,85132300,Diana,,Ville-Marie,45.52714,-73.56209,Entire home/apt,101,5,0,,,1,0
16140440,Sonder | Bishop Court | Calming 2BR,12243051,Sonder,,Ville-Marie,45.49817,-73.57826,Entire home/apt,104,2,6,2019-08-17,0.19,151,56
16140665,Sonder | Bishop Court | Relaxed 1BR,12243051,Sonder,,Ville-Marie,45.49786,-73.57825,Entire home/apt,68,2,9,2019-08-21,0.30,151,48
16141204,Cozy one bedroom in the middle of town,80898176,Chris,,Le Plateau-Mont-Royal,45.50944,-73.57405,Entire home/apt,60,2,16,2018-07-22,0.43,1,0
16142601,Calm and Beautiful Mile-End Apartment,20479394,Undine,,Le Plateau-Mont-Royal,45.52659,-73.60644,Entire home/apt,104,7,4,2018-06-17,0.14,2,0
16143321,Bright house with backyard in Villeray East,2293824,France,,Villeray-Saint-Michel-Parc-Extension,45.55145,-73.61253,Entire home/apt,74,3,20,2020-01-01,0.54,1,2
16144296,Grand Appartement Rosemont,105344891,Cyril,,Rosemont-La Petite-Patrie,45.55644,-73.5661,Entire home/apt,48,1,0,,,1,0
16144527,Superbe studio au coeur de Montràl,105348582,Richard,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47247,-73.61179,Entire home/apt,68,3,92,2019-12-31,2.49,1,164
16145659,"Montreal- Luxurious Apartment: Pool, Gym, Sauna,",56813142,Yakov,,Hampstead,45.48143,-73.63595,Entire home/apt,74,30,7,2019-10-02,0.20,1,140
16146571,Montreal Classic Loft,105367741,Lorent,,Le Plateau-Mont-Royal,45.53694,-73.56457,Entire home/apt,74,3,9,2018-07-25,0.24,1,0
16146830,Clean and simple,70545357,Arnaud,,Le Plateau-Mont-Royal,45.53278,-73.56447,Entire home/apt,30,3,5,2019-01-02,0.13,1,0
16146942,Beaconsfield - Cute & Cozy 1 bdrm condo (with A/C),55472589,Ann & John,,Beaconsfield,45.4359,-73.84269,Entire home/apt,89,6,30,2019-10-06,0.95,1,254
16154296,Homelike French Aprt by Oratory,6684563,Regina,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49537,-73.62631,Entire home/apt,56,2,25,2020-01-02,0.79,3,47
16157574,Logement entier Plateau Mont-Royal,22739785,Jessica,,Le Plateau-Mont-Royal,45.53845,-73.57843,Entire home/apt,39,10,2,2017-03-31,0.06,1,0
16157904,Best Montreal experience!,7320037,Ariane,,Rosemont-La Petite-Patrie,45.53619,-73.59692,Entire home/apt,120,1,25,2020-01-01,0.70,1,11
16159099,Loft Apartment with Incredible View of Mont Royal,3029172,Rachel,,Le Plateau-Mont-Royal,45.51504,-73.5749,Entire home/apt,80,2,70,2018-12-26,2.15,1,0
16162393,Joli 3 et demi lumineux et silencieux,50854489,Marie-Claude,,Rosemont-La Petite-Patrie,45.53889,-73.58792,Entire home/apt,61,1,6,2017-09-04,0.17,1,0
16173596,Large 5 Bdr with parking downtown Mtl near metro,57185344,Patrick,,Le Sud-Ouest,45.48347,-73.58349,Entire home/apt,249,2,61,2019-09-01,1.64,28,120
16175493,Spacious & bright apartment with large terrace,42616652,François,,Le Plateau-Mont-Royal,45.51967,-73.58421,Entire home/apt,150,2,137,2020-01-04,4.25,2,182
16177996,Grande chambre  / Plateau face au métro Laurier,54125458,Maxime,,Le Plateau-Mont-Royal,45.52912,-73.5875,Private room,33,3,0,,,2,0
16178180,Magnifique 3 pièces dans super quartier!,86523175,Vincent,,Rosemont-La Petite-Patrie,45.54736,-73.59976,Entire home/apt,50,6,3,2019-01-06,0.08,1,87
16178410,Ideally located appartment with rooftop - Plateau,31303414,Vincent,,Le Plateau-Mont-Royal,45.51519,-73.57369,Private room,30,100,9,2017-06-12,0.24,1,0
16178717,Unique loft in the Mile End,2130178,Alex,,Le Plateau-Mont-Royal,45.52082,-73.58895,Entire home/apt,70,1,2,2017-01-26,0.06,2,0
16178790,Spacious Lower Floor Apartment,32861575,Eser,,Dorval,45.44719,-73.77227,Entire home/apt,80,2,26,2018-05-30,0.70,1,0
16179739,International home nestled in lush green oasis,6808550,Naveen,,Côte-Saint-Luc,45.47464,-73.64861,Private room,74,3,0,,,2,87
16180119,"A- Old MTL,  2 Bedroom,  balcony, wifi Sleeps 5",40979398,Steph,,Ville-Marie,45.50028,-73.55776,Entire home/apt,198,2,53,2019-11-15,1.49,8,358
16180519,Apartment In the center of Montreal,47122876,Issam,,Ville-Marie,45.51179,-73.55987,Entire home/apt,95,1,24,2017-04-14,0.65,1,0
16187296,"2bdr Condo, Check-in anytime, WIFI, Parking,AC WOW",105702692,Alex,,Lachine,45.43554,-73.6846,Entire home/apt,86,2,71,2020-01-05,1.91,1,169
16188899,Cozy and lighted room near subway and Downtown,57651625,Muiz And Jennifer,,Le Sud-Ouest,45.48906,-73.5761,Private room,40,1,276,2019-12-14,7.29,2,72
16193176,Furnished studio  downtown,88414998,Shah,,Ville-Marie,45.50474,-73.56113,Entire home/apt,55,3,0,,,1,0
16193668,Super comfy & friendly house,23722592,Christine,,Villeray-Saint-Michel-Parc-Extension,45.53987,-73.62239,Entire home/apt,150,7,21,2019-10-14,0.64,1,296
16201798,2 chambres à coucher modernes et fonctionnelles,3673527,Julien,,Le Sud-Ouest,45.48166,-73.58398,Entire home/apt,101,8,3,2018-09-09,0.17,1,17
16202973,Charming apartment with hot tub and parking lot,14099679,Thierry,,Rosemont-La Petite-Patrie,45.53471,-73.60189,Entire home/apt,119,1,164,2020-01-12,4.59,1,75
16203322,Sunny apartment in the heart of the Plateau!,25509275,Cathryn,,Le Plateau-Mont-Royal,45.52134,-73.58245,Entire home/apt,57,2,19,2018-06-10,0.51,1,0
16204542,Urban Minimalist Home with Backyard Pool,4207872,Erik,,Outremont,45.51489,-73.60691,Entire home/apt,495,5,5,2019-07-14,0.14,1,19
16206262,Nice and cozy next to the subway,18495639,Rafael,,Le Sud-Ouest,45.45569,-73.58248,Private room,17,1,2,2017-07-10,0.05,1,0
16206593,Appartement 3 1/2 meublé pour décembre 2016,105865759,Valérie,,Rosemont-La Petite-Patrie,45.53737,-73.60031,Entire home/apt,80,67,0,,,1,365
16207327,The Skylight Apt 2 BDR near Jean Talon Market,30720639,Jacques,,Rosemont-La Petite-Patrie,45.54145,-73.6074,Entire home/apt,104,3,82,2020-01-03,2.31,2,97
16208224,Spectacular Architectural 4 Level House with View.,105883595,Rafal,,Ville-Marie,45.4929,-73.59352,Entire home/apt,399,1,26,2019-09-15,0.70,1,0
16212274,Large room with exposed brick walls on the Plateau,8994943,Jérémy,,Le Plateau-Mont-Royal,45.53607,-73.57191,Entire home/apt,25,6,6,2017-06-01,0.17,1,0
16213378,Fresh  And Clean Beautiful Apartment,87762099,Shay,,Villeray-Saint-Michel-Parc-Extension,45.55488,-73.60162,Entire home/apt,99,1,98,2020-01-01,2.69,6,175
16215150,Charmant pied-à-terre au coeur de Rosemont,61779102,Émilie,,Rosemont-La Petite-Patrie,45.54731,-73.57432,Entire home/apt,59,45,15,2019-09-12,0.47,1,0
16215733,Apartment in Downtown with a Beautiful View,10573165,Oms,,Le Plateau-Mont-Royal,45.52199,-73.56716,Entire home/apt,61,3,27,2018-09-04,0.76,2,21
16216047,Bas de Duplex avec cour et jardin,105949480,Maxime,,Le Sud-Ouest,45.46005,-73.59176,Entire home/apt,120,5,2,2019-05-02,0.16,1,226
16217980,Sonder | The Pine | Vibrant 2BR,12243051,Sonder,,Le Plateau-Mont-Royal,45.51587,-73.57429,Entire home/apt,103,2,7,2019-08-29,0.23,151,56
16222634,TREASURE - Opulent Pad - Dream Location,33242683,Catherine Marie-Claude,,Ville-Marie,45.50824,-73.56492,Entire home/apt,1720,1,34,2020-01-01,0.94,14,350
16223590,Charmant et lumineux loft sur le Plateau,1697945,Flavia,,Le Plateau-Mont-Royal,45.5294,-73.59121,Entire home/apt,81,2,16,2019-12-02,0.49,1,305
16226007,Bright apartment in the heart of Mile End,56715805,Alexis,,Le Plateau-Mont-Royal,45.51849,-73.59155,Private room,50,1,0,,,2,0
16227021,Belle appartement spacieux,106038609,Pablo,,Verdun,45.46053,-73.56447,Entire home/apt,43,1,4,2019-03-11,0.12,1,0
16230257,Nice condo in Downtown Montreal with free parking,6393826,Pascal,,Ville-Marie,45.49376,-73.56527,Entire home/apt,104,3,64,2020-01-01,1.73,1,78
16237147,Olympic & Botanical Comfort,53224329,Elena,,Mercier-Hochelaga-Maisonneuve,45.54594,-73.55174,Entire home/apt,119,2,23,2019-12-06,0.61,7,331
16238534,Chambre double Montréal (métro Papineau),8558063,Pauline,,Ville-Marie,45.52816,-73.55006,Private room,20,2,3,2018-01-05,0.08,2,0
16238743,L'appartement où il fait bon vivre à Montreal,9728529,Melodie,,Le Plateau-Mont-Royal,45.5158,-73.5698,Entire home/apt,78,1,1,2017-06-11,0.03,1,0
16239078,Chambre Beaubien!,59930652,Charles,,Rosemont-La Petite-Patrie,45.53303,-73.60641,Private room,14,6,7,2017-06-22,0.20,1,0
16239229,"Nice appartment, Great location",106151659,Annabel,,Le Sud-Ouest,45.48317,-73.57057,Entire home/apt,101,2,0,,,1,0
16239737,Chambre dans coloc chaleureuse,106156501,Marc,,Ville-Marie,45.52141,-73.56503,Entire home/apt,30,7,3,2017-10-23,0.08,1,0
16240090,Bel appartement au cœur du Plateau,24860488,Sophie,,Le Plateau-Mont-Royal,45.53157,-73.58591,Entire home/apt,80,2,25,2019-02-12,0.67,1,0
16240877,Bright condo w/ terrace in prime Plateau location,7729885,Robin,,Le Plateau-Mont-Royal,45.52032,-73.58593,Entire home/apt,104,1,28,2019-12-31,0.75,1,38
16241428,Bright and welcoming room in a 4 1/2,97311630,Elodie,,Rosemont-La Petite-Patrie,45.53045,-73.60373,Private room,17,7,0,,,1,0
16242447,À Côté,24737340,Michele,,Le Plateau-Mont-Royal,45.52904,-73.58072,Entire home/apt,101,7,10,2019-05-29,0.32,1,173
16242670,Big loft for your private events,35557457,Goofy,,Ville-Marie,45.49845078361479,-73.5574279343272,Entire home/apt,700,1,37,2020-01-12,1.01,3,356
16242772,Grand appart dans un quartier branché de Montréal.,23978550,François,,Villeray-Saint-Michel-Parc-Extension,45.5389,-73.62169,Entire home/apt,215,3,1,2019-08-09,0.19,1,79
16244877,The Rasoi house,1414209,Marc,,Le Sud-Ouest,45.47957,-73.57991,Entire home/apt,131,2,21,2019-09-01,0.66,1,257
16246071,Confortable et pratique Logement - Petite Italie,10099366,Karl,,Rosemont-La Petite-Patrie,45.53418,-73.60773,Entire home/apt,120,1,0,,,1,0
16251006,Appartement idéal au centre ville de Montréal,45682781,Youssef,,Ville-Marie,45.4969,-73.57795,Entire home/apt,74,2,13,2019-08-18,0.35,1,87
16251877,"Family apartment in front of a park, Plateau, Mtl",101284650,Julie,,Le Plateau-Mont-Royal,45.53822,-73.58025,Entire home/apt,180,4,2,2017-05-17,0.06,1,0
16253501,Sleek Loft in Central Old Montreal,33011209,Jason,,Ville-Marie,45.50191,-73.55625,Entire home/apt,84,3,186,2020-01-05,4.94,8,269
16253853,"Very nice apartment,wonderful view",58404139,Kalyani,,Saint-Léonard,45.57371,-73.5819,Entire home/apt,69,2,14,2019-07-12,0.38,2,347
16254113,MTL DOWNTOWN STUDIO APARTMENT 11,1132399,Unal,,Ville-Marie,45.53131,-73.56153,Entire home/apt,48,31,12,2019-11-30,0.34,28,218
16254926,Room to rent!,106287557,Véronique,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47114,-73.63067,Private room,30,1,0,,,1,0
16257104,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49733,-73.58152,Entire home/apt,44,32,7,2019-09-15,0.29,67,347
16257368,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49641,-73.5821,Entire home/apt,30,32,9,2020-01-11,0.29,67,306
16258070,Incredible Condo 41th floor Tour Des Canadiens,105270302,Tom,,Ville-Marie,45.49687,-73.57019,Entire home/apt,68,30,75,2019-12-07,2.01,3,66
16258354,Olympic  & Botanical Comfort.,53224329,Elena,,Mercier-Hochelaga-Maisonneuve,45.54756,-73.55131,Entire home/apt,119,2,46,2019-12-28,1.22,7,315
16258735,Cozy Appartement in the heart of the Plateau,78023468,Philippe,,Le Plateau-Mont-Royal,45.52932,-73.57922,Entire home/apt,80,2,0,,,1,0
16259855,Peaceful stay at vibrant HOMA,39516176,Dora,,Mercier-Hochelaga-Maisonneuve,45.5558,-73.53516,Entire home/apt,65,2,1,2019-12-29,1,1,30
16269555,Calm and Bright apartment in Montreal / Joli appar,106395191,Miguel,,Ville-Marie,45.53251,-73.55699,Entire home/apt,65,3,7,2019-05-11,0.19,1,0
16271201,Large 3 1/2 -  5 minutes from downtown,77591905,Mathieu,,Le Sud-Ouest,45.48942,-73.57085,Entire home/apt,101,4,4,2018-01-01,0.11,1,0
16272220,Chambre du 20/12 au 1/01 !,88334387,Claire,,Villeray-Saint-Michel-Parc-Extension,45.54399,-73.6206,Entire home/apt,14,1,0,,,1,0
16275355,Charmant 3 pièces au coeur du Plateau Mont-Royal,6707320,Anne-Marie,,Le Plateau-Mont-Royal,45.53607,-73.58761,Entire home/apt,50,3,10,2019-10-21,0.37,1,0
16275464,Great 5 1/2 in a beautiful neighborhood - Rosemont,2209862,Alexandre,,Rosemont-La Petite-Patrie,45.54651,-73.58132,Entire home/apt,101,2,21,2019-11-11,0.70,1,19
16275751,Loft pour événements,41251140,Silver,,Le Sud-Ouest,45.4965,-73.55815,Entire home/apt,600,1,12,2020-01-11,0.32,7,363
16276056,Appt cosy tout équipé au pied du marché Jean Talon,12291912,Marlene,,Rosemont-La Petite-Patrie,45.53761,-73.61479,Entire home/apt,80,4,5,2018-06-25,0.14,1,0
16276207,"Large double room in a 7 1/2, very luminous",18340735,Pascal,,Ville-Marie,45.52563,-73.56392,Private room,55,2,0,,,1,0
16282686,CONDO plateau mont royal,106507477,Zac,,Le Plateau-Mont-Royal,45.5291,-73.56415,Entire home/apt,120,2,4,2017-07-05,0.11,1,0
16288999,"Pretty flat in the Petit Laurier, Plateau",4740987,Olivier,,Le Plateau-Mont-Royal,45.53495,-73.58438,Entire home/apt,70,2,32,2019-12-29,1.04,1,11
16289736,Maison Charlevoix,52719547,Anu,,Le Sud-Ouest,45.47738,-73.57061,Entire home/apt,50,1,28,2019-12-28,0.87,1,270
16289969,Lumineux et exotique appart au coeur de Villeray,19930461,Marie-Josée,,Villeray-Saint-Michel-Parc-Extension,45.54646,-73.62309,Entire home/apt,65,3,8,2018-08-26,0.21,1,104
16291146,Grande chambre au coeur du quartier latin,81678417,Marc-Etienne,,Ville-Marie,45.51695,-73.56579,Private room,30,3,0,,,3,0
16295360,"AT HOME, YOU WILL FEEL",8207211,Claudy,,Rivière-des-Prairies-Pointe-aux-Trembles,45.62827,-73.59029,Entire home/apt,89,2,77,2019-12-04,2.08,1,0
16295868,Amazing 2bedrooms  downtownMontreal,106612185,Lati,,Ville-Marie,45.49288,-73.56763,Entire home/apt,225,2,9,2019-12-30,0.24,1,89
16296909,Cozy and Sunny in The Center : ),51667698,Maxime,,Ville-Marie,45.51963,-73.55729,Private room,35,1,5,2019-08-11,0.13,3,0
16297274,Chambre privée,106623990,Miguel,,Ville-Marie,45.52144,-73.56048,Private room,85,2,3,2018-08-06,0.09,1,0
16301965,Résidence familiale au coeur de Rosemont,166567,Geneviève,,Rosemont-La Petite-Patrie,45.55059,-73.59758,Entire home/apt,134,2,2,2018-08-08,0.11,1,0
16302864,Loft chambre fermer,95402842,Salif,,Mercier-Hochelaga-Maisonneuve,45.54109,-73.54089,Entire home/apt,65,3,0,,,1,0
16302971,Charmant 3 1/2 au coeur de la Petite Patrie,5479076,Julien,,Rosemont-La Petite-Patrie,45.53606,-73.60367,Entire home/apt,110,5,8,2017-10-09,0.22,1,0
16303561,TINY COMFY APARTMENT FOR COUPLE,43034174,Myroslav,,LaSalle,45.42846,-73.6369,Entire home/apt,40,31,48,2019-08-05,1.28,3,270
16309976,Chambre privée au coeur du village,69014567,David,,Ville-Marie,45.5224,-73.55625,Private room,26,2,2,2018-11-12,0.05,2,0
16312117,"28th Floor Downtown - View, Pool, Sauna, Gym",106738984,Elena,,Ville-Marie,45.4965,-73.5813,Entire home/apt,65,2,4,2017-05-03,0.11,1,0
16312365,cozy appartement,63881535,Amine,,Le Plateau-Mont-Royal,45.52545,-73.58919,Entire home/apt,70,2,3,2017-03-18,0.08,1,0
16312901,Cozy studio in central location,18658084,Frédéric,,Le Plateau-Mont-Royal,45.51043,-73.57087,Entire home/apt,65,2,218,2020-01-05,5.87,1,351
16313939,Spacious Open Concept Artist Loft @ Beaubien Metro,959105,Ilichna,,Rosemont-La Petite-Patrie,45.53752,-73.6036,Entire home/apt,60,2,8,2020-01-03,0.24,1,0
16321083,Studio apartment in Downtown (near Guy-Concordia),90128853,Mohammed,,Ville-Marie,45.48989,-73.58031,Entire home/apt,60,1,1,2017-01-01,0.03,1,0
16323751,Chambre meublée dans un grand appart au Mile-End,28368444,Amélie,,Le Plateau-Mont-Royal,45.52063,-73.59459,Private room,33,3,1,2017-01-03,0.03,2,0
16324612,Fully furnished amazing studio,3149476,Valerie,,Rosemont-La Petite-Patrie,45.55181,-73.59553,Entire home/apt,40,2,164,2020-01-10,4.69,1,12
16325175,"Discover Little Italy from a Hip, Cozy Tinyhouse",5291235,Linda,,Rosemont-La Petite-Patrie,45.5337,-73.60897,Entire home/apt,125,3,66,2019-10-07,1.79,2,28
16325397,New Luxury & Modern Condo - Downtown MTL,96563744,Jim & Jen,,Ville-Marie,45.49569,-73.57165,Entire home/apt,74,20,83,2020-01-07,2.26,2,47
16326335,Luxury tour des canadiens-Beautiful condo VIEW!!!,20123571,Am,,Ville-Marie,45.49689,-73.56908,Entire home/apt,129,18,4,2018-07-31,0.11,1,171
16330691,"Cozy 5 bedrooms, Jardin Botanique",985842,Kimberly,,Rosemont-La Petite-Patrie,45.55504,-73.55897,Entire home/apt,495,1,36,2019-12-30,1.06,1,359
16331335,The Fort Apartment,77810630,Maggy,,Ville-Marie,45.49174,-73.58158,Entire home/apt,90,2,137,2019-12-29,3.70,1,28
16333566,Chambre au coeur du plateau,16632338,Déborah,,Ville-Marie,45.51877,-73.56636,Private room,44,2,0,,,1,0
16333811,3br - Furnished Room available Jan 11 - Feb 14,68758523,Nelly,,Mercier-Hochelaga-Maisonneuve,45.54575,-73.5381,Private room,40,10,0,,,1,0
16335933,Unbeatable Montreal View from high-rise apartment!,106943829,Nick,,Ville-Marie,45.49142,-73.57932,Entire home/apt,196,1,129,2019-06-09,3.47,8,0
16336444,Downtown Penthouse w/ private terrace (4 BD/3 BA),961586,Mano,,Le Plateau-Mont-Royal,45.50764,-73.57372,Entire home/apt,500,3,91,2019-11-24,2.58,26,153
16336762,Downtown Luxury Condo (Canadiens Bell Centre),102727153,Aline,,Ville-Marie,45.49533,-73.57098,Entire home/apt,299,3,0,,,1,0
16346232,Chambre à louer à Montréal près du métro Jarry,107026087,Alexandre,,Villeray-Saint-Michel-Parc-Extension,45.54174,-73.62439,Private room,20,4,12,2017-05-21,0.33,1,0
16347697,One bedroom in the heart of the Plateau Mont Royal,107041573,Julien,,Le Plateau-Mont-Royal,45.53363,-73.58186,Entire home/apt,95,10,6,2018-08-03,0.16,1,0
16348155,Large cozy room in Little Italy/Mile Ex,16498855,Myriam,,Rosemont-La Petite-Patrie,45.53196,-73.60986,Private room,30,2,5,2017-02-26,0.13,2,164
16350844,Chambre à louer sur le plateau,30273648,Gabriel,,Le Plateau-Mont-Royal,45.53421,-73.57867,Private room,18,3,2,2017-01-04,0.05,2,0
16353407,Cozy and spacious apartment downtown,41003256,Bonjour Hi,,Ville-Marie,45.49074,-73.58158,Entire home/apt,119,1,223,2019-12-30,5.98,18,65
16353976,Next to OldPort & downtown MTL.,43637482,Gabrielle,,Le Sud-Ouest,45.49593,-73.55971,Entire home/apt,99,2,0,,,1,0
16354281,"Luminous room, great location : South center",88765308,Inès,,Ville-Marie,45.52359,-73.55203,Private room,16,1,4,2017-01-07,0.11,1,0
16360943,Outremont,10553357,Veronica,,Outremont,45.5226,-73.60955,Private room,74,1,2,2017-01-08,0.05,1,1
16361966,Large room centraly located with private terrace,14266780,Julius,,Ville-Marie,45.51864,-73.56425,Private room,60,2,1,2017-08-07,0.03,1,0
16362207,"Cozy & luminous 1 bedroom apartment, near metro",106304781,Jeanne,,Mercier-Hochelaga-Maisonneuve,45.54147,-73.55721,Entire home/apt,101,2,40,2019-12-08,1.07,1,69
16365561,Condo Downtown..,26878035,Antoine,,Ville-Marie,45.49686,-73.5772,Entire home/apt,95,1,137,2019-12-28,3.66,1,29
16366490,Bright and large apt in Little Italy/Mile Ex,16498855,Myriam,,Rosemont-La Petite-Patrie,45.53354,-73.60694,Entire home/apt,43,3,3,2017-02-12,0.08,2,0
16368161,Amazing room in the heart of Plateau Mont-Royal!,51537409,Isabel,,Le Plateau-Mont-Royal,45.52064,-73.5885,Private room,35,1,9,2017-05-01,0.24,1,0
16368261,Bright and Peaceful loft in the heart of Montreal,24900355,Stephanie,,Le Plateau-Mont-Royal,45.5164,-73.57682,Entire home/apt,110,2,84,2020-01-02,2.28,2,129
16368560,"4 1/2 Cozy 2 bedroom, near metro prefontaine.",84721484,Cle,,Ville-Marie,45.53935,-73.5578,Entire home/apt,54,6,0,,,1,0
16368825,Beautiful appartement in the Mile End !,107203645,Lamia,,Le Plateau-Mont-Royal,45.52723,-73.60656,Entire home/apt,80,5,1,2017-02-07,0.03,1,0
16376605,Flat at the Foot of the Mountain,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50827,-73.57323,Entire home/apt,55,1,218,2020-01-02,5.93,36,0
16376998,Nice and Cozy,25700565,Laurent,,Villeray-Saint-Michel-Parc-Extension,45.54577,-73.6133,Private room,23,1,2,2017-01-14,0.05,1,0
16379629,"Pedestrian Paradise, 300m to subway, homy feel",154735,Isabelle,,Rosemont-La Petite-Patrie,45.53423,-73.59772,Entire home/apt,74,30,12,2019-11-24,0.47,8,265
16379726,☆Penthouse in the Sky☆ Center Montreal Nightlife,97960485,North Eden,,Ville-Marie,45.49534,-73.57961,Entire home/apt,1000,1,80,2019-09-17,2.15,3,195
16380397,Charmant studio à quelques pas du métro.,107289751,Jeanne,,Ahuntsic-Cartierville,45.5482,-73.63723,Entire home/apt,31,30,2,2019-09-19,0.07,1,75
16381662,Beautifull 1 Bedroom Apartment,107302664,Maripaz,,Ville-Marie,45.50304,-73.57877,Entire home/apt,131,3,23,2019-07-15,0.71,1,0
16382606,1 Room in Shared Apt in McGill Ghetto,33323836,Ellen,,Le Plateau-Mont-Royal,45.50831,-73.5739,Private room,20,14,0,,,1,0
16382928,Charming modern loft in the heart of Montreal ❤️,91190193,Yacine,,Le Plateau-Mont-Royal,45.5157,-73.57387,Entire home/apt,131,3,70,2019-12-29,1.89,1,43
16389574,The New York Loft in Old Montreal,45984085,"Matt, Aaron And Kaileigh",,Ville-Marie,45.50213,-73.55811,Entire home/apt,70,1,369,2020-01-10,9.88,4,35
16390557,Chambre à louer près de tout,107368021,Régine,,Mercier-Hochelaga-Maisonneuve,45.5392,-73.54247,Private room,80,1,1,2017-01-29,0.03,1,0
16393883,Blue Room near Airport Location,11490944,Rachelle,,Dorval,45.45558,-73.76668,Private room,44,1,181,2020-01-03,4.90,3,360
16395268,Pleasant moments in Montreal,7284439,Geneviève,,Villeray-Saint-Michel-Parc-Extension,45.54054,-73.62522,Entire home/apt,147,1,68,2020-01-01,1.90,2,110
16395724,"Chic Laurier: 10 min from the mountain, Netflix",24290215,Mtl,,Le Plateau-Mont-Royal,45.52168,-73.59428,Entire home/apt,198,2,80,2020-01-02,2.16,17,241
16401542,Sweet little space fully Equipped in Villeray,107453742,Adelyna,,Villeray-Saint-Michel-Parc-Extension,45.55405,-73.61762,Entire home/apt,29,5,19,2019-05-01,0.51,1,227
16402598,Beautiful condo in heart of Little Burgundy,15858072,Lauie,,Westmount,45.48372,-73.58337,Entire home/apt,110,2,5,2017-08-28,0.14,1,0
16402905,Perfect spot little italy/mile-end,16862291,Sandrine,,Rosemont-La Petite-Patrie,45.53152,-73.61059,Entire home/apt,221,2,9,2019-08-06,0.29,2,0
16406116,Bright and Sunny Artist Residence in Trendy Locale,52810461,Jodi,,Outremont,45.52318,-73.61215,Entire home/apt,84,2,41,2019-12-27,1.11,2,0
16411499,Little moon LT + parking,104821526,Aleyna,,Ville-Marie,45.49233,-73.58164,Entire home/apt,70,6,80,2019-07-16,2.24,7,210
16412877,Appartement urbain à 30 min du centre-ville de Mtl,107546876,Louise,,Mercier-Hochelaga-Maisonneuve,45.58935,-73.51942,Entire home/apt,89,2,65,2019-12-28,1.76,1,180
16415582,2 PRIVATE ROOMS IN A LUXURY PENTHOUSE,9279496,Alessandro,,Ville-Marie,45.49333,-73.57644,Private room,200,1,13,2018-08-12,0.40,1,0
16417477,Historic Dream Loft in Central Old Montreal,33011209,Jason,,Ville-Marie,45.49992,-73.55714,Entire home/apt,89,3,176,2020-01-11,4.79,8,339
16421453,Grand Master Loft in Central Old Montreal,33011209,Jason,,Ville-Marie,45.50089,-73.55646,Entire home/apt,85,3,189,2020-01-09,5.09,8,319
16425872,Chic & cool 1 BR aptmt near METRO. Free parking.,1016614,Home In Montreal,,Verdun,45.46662,-73.56978,Entire home/apt,60,90,10,2019-11-30,0.32,18,0
16426124,Nice room in a city-center appartment,50927329,Pierre,,Ville-Marie,45.51895,-73.55742,Private room,44,3,9,2018-01-28,0.24,1,0
16426434,"Appartement spatieux et moderne, Rosemont",107686862,Delphine,,Rosemont-La Petite-Patrie,45.548,-73.59176,Entire home/apt,110,1,3,2018-08-25,0.09,1,40
